domain,condition,conversation_id,step_index,delta,direction,directional_gain
photoshop,consistent_technical,photoshop_consistent_technical_000,1,-3.5306081939320544,1.0,-3.5306081939320544
photoshop,consistent_technical,photoshop_consistent_technical_000,2,-0.9916064348698153,1.0,-0.9916064348698153
photoshop,consistent_technical,photoshop_consistent_technical_000,3,0.2292589523534625,1.0,0.2292589523534625
photoshop,consistent_technical,photoshop_consistent_technical_000,4,-0.2064380372966368,1.0,-0.2064380372966368
photoshop,consistent_technical,photoshop_consistent_technical_000,5,0.5462834794919709,1.0,0.5462834794919709
photoshop,consistent_technical,photoshop_consistent_technical_000,6,0.6378015499537151,1.0,0.6378015499537151
photoshop,consistent_technical,photoshop_consistent_technical_001,1,-0.6579647123644565,1.0,-0.6579647123644565
photoshop,consistent_technical,photoshop_consistent_technical_001,2,-0.7222957321965824,1.0,-0.7222957321965824
photoshop,consistent_technical,photoshop_consistent_technical_001,3,0.18247447264780792,1.0,0.18247447264780792
photoshop,consistent_technical,photoshop_consistent_technical_001,4,-0.18247447264780792,1.0,-0.18247447264780792
photoshop,consistent_technical,photoshop_consistent_technical_001,5,-0.0035716011599860042,1.0,-0.0035716011599860042
photoshop,consistent_technical,photoshop_consistent_technical_001,6,0.007148818045066063,1.0,0.007148818045066063
photoshop,consistent_technical,photoshop_consistent_technical_002,1,-2.1494728189076193,1.0,-2.1494728189076193
photoshop,consistent_technical,photoshop_consistent_technical_002,2,-0.8164564954178899,1.0,-0.8164564954178899
photoshop,consistent_technical,photoshop_consistent_technical_002,3,0.4059693879120796,1.0,0.4059693879120796
photoshop,consistent_technical,photoshop_consistent_technical_002,4,0.26634758564046024,1.0,0.26634758564046024
photoshop,consistent_technical,photoshop_consistent_technical_002,5,-0.004435190723190985,1.0,-0.004435190723190985
photoshop,consistent_technical,photoshop_consistent_technical_002,6,0.8918308953698708,1.0,0.8918308953698708
photoshop,consistent_technical,photoshop_consistent_technical_003,1,-0.33521320120942555,1.0,-0.33521320120942555
photoshop,consistent_technical,photoshop_consistent_technical_003,2,-0.15449872570502166,1.0,-0.15449872570502166
photoshop,consistent_technical,photoshop_consistent_technical_003,3,0.15182280221862365,1.0,0.15182280221862365
photoshop,consistent_technical,photoshop_consistent_technical_003,4,0.09926100677365879,1.0,0.09926100677365879
photoshop,consistent_technical,photoshop_consistent_technical_003,5,0.07640927650614904,1.0,0.07640927650614904
photoshop,consistent_technical,photoshop_consistent_technical_003,6,1.4854762049517376,1.0,1.4854762049517376
photoshop,consistent_technical,photoshop_consistent_technical_004,1,0.3283323029261789,1.0,0.3283323029261789
photoshop,consistent_technical,photoshop_consistent_technical_004,2,0.3082545739077114,1.0,0.3082545739077114
photoshop,consistent_technical,photoshop_consistent_technical_004,3,0.6366880468048861,1.0,0.6366880468048861
photoshop,consistent_technical,photoshop_consistent_technical_004,4,-2.73622336671015,1.0,-2.73622336671015
photoshop,consistent_technical,photoshop_consistent_technical_004,5,-0.005819301930429344,1.0,-0.005819301930429344
photoshop,consistent_technical,photoshop_consistent_technical_004,6,0.37197068537919886,1.0,0.37197068537919886
photoshop,consistent_technical,photoshop_consistent_technical_005,1,0.9650597126998832,1.0,0.9650597126998832
photoshop,consistent_technical,photoshop_consistent_technical_005,2,-0.06458393806447749,1.0,-0.06458393806447749
photoshop,consistent_technical,photoshop_consistent_technical_005,3,0.18034879259633607,1.0,0.18034879259633607
photoshop,consistent_technical,photoshop_consistent_technical_005,4,-1.8061287345378507,1.0,-1.8061287345378507
photoshop,consistent_technical,photoshop_consistent_technical_005,5,-0.0033186032069920657,1.0,-0.0033186032069920657
photoshop,consistent_technical,photoshop_consistent_technical_005,6,0.0498244663510059,1.0,0.0498244663510059
photoshop,consistent_technical,photoshop_consistent_technical_006,1,0.32663547647783286,1.0,0.32663547647783286
photoshop,consistent_technical,photoshop_consistent_technical_006,2,0.1707675108411113,1.0,0.1707675108411113
photoshop,consistent_technical,photoshop_consistent_technical_006,3,0.2098996373077826,1.0,0.2098996373077826
photoshop,consistent_technical,photoshop_consistent_technical_006,4,-1.224100981670205,1.0,-1.224100981670205
photoshop,consistent_technical,photoshop_consistent_technical_006,5,0.667627277104988,1.0,0.667627277104988
photoshop,consistent_technical,photoshop_consistent_technical_006,6,0.39862487475566954,1.0,0.39862487475566954
photoshop,consistent_technical,photoshop_consistent_technical_007,1,-0.6800714946013988,1.0,-0.6800714946013988
photoshop,consistent_technical,photoshop_consistent_technical_007,2,0.0709786318720873,1.0,0.0709786318720873
photoshop,consistent_technical,photoshop_consistent_technical_007,3,0.18437148001585313,1.0,0.18437148001585313
photoshop,consistent_technical,photoshop_consistent_technical_007,4,-0.19555081906092098,1.0,-0.19555081906092098
photoshop,consistent_technical,photoshop_consistent_technical_007,5,-0.47156202863567775,1.0,-0.47156202863567775
photoshop,consistent_technical,photoshop_consistent_technical_007,6,0.25858319308460276,1.0,0.25858319308460276
photoshop,consistent_technical,photoshop_consistent_technical_008,1,-1.1583659635035786,1.0,-1.1583659635035786
photoshop,consistent_technical,photoshop_consistent_technical_008,2,-0.040885768120336285,1.0,-0.040885768120336285
photoshop,consistent_technical,photoshop_consistent_technical_008,3,0.04977166371664232,1.0,0.04977166371664232
photoshop,consistent_technical,photoshop_consistent_technical_008,4,-0.2762375809231741,1.0,-0.2762375809231741
photoshop,consistent_technical,photoshop_consistent_technical_008,5,-0.05439754505161587,1.0,-0.05439754505161587
photoshop,consistent_technical,photoshop_consistent_technical_008,6,0.026257234995401335,1.0,0.026257234995401335
photoshop,consistent_technical,photoshop_consistent_technical_009,1,0.3699550206160558,1.0,0.3699550206160558
photoshop,consistent_technical,photoshop_consistent_technical_009,2,0.2712984825521998,1.0,0.2712984825521998
photoshop,consistent_technical,photoshop_consistent_technical_009,3,0.689325940007401,1.0,0.689325940007401
photoshop,consistent_technical,photoshop_consistent_technical_009,4,0.7156221929848847,1.0,0.7156221929848847
photoshop,consistent_technical,photoshop_consistent_technical_009,5,0.2835642945288086,1.0,0.2835642945288086
photoshop,consistent_technical,photoshop_consistent_technical_009,6,0.4600038774986581,1.0,0.4600038774986581
photoshop,consistent_technical,photoshop_consistent_technical_010,1,-6.389423422219848,1.0,-6.389423422219848
photoshop,consistent_technical,photoshop_consistent_technical_010,2,-0.047584693719139315,1.0,-0.047584693719139315
photoshop,consistent_technical,photoshop_consistent_technical_010,3,0.16222815151729497,1.0,0.16222815151729497
photoshop,consistent_technical,photoshop_consistent_technical_010,4,-0.8188745749217929,1.0,-0.8188745749217929
photoshop,consistent_technical,photoshop_consistent_technical_010,5,0.1551902105037144,1.0,0.1551902105037144
photoshop,consistent_technical,photoshop_consistent_technical_010,6,-0.003936222792557231,1.0,-0.003936222792557231
photoshop,consistent_technical,photoshop_consistent_technical_011,1,-2.338041195172795,1.0,-2.338041195172795
photoshop,consistent_technical,photoshop_consistent_technical_011,2,-0.131177494822609,1.0,-0.131177494822609
photoshop,consistent_technical,photoshop_consistent_technical_011,3,0.3663032881717303,1.0,0.3663032881717303
photoshop,consistent_technical,photoshop_consistent_technical_011,4,-3.296098083248082,1.0,-3.296098083248082
photoshop,consistent_technical,photoshop_consistent_technical_011,5,2.865776867554266,1.0,2.865776867554266
photoshop,consistent_technical,photoshop_consistent_technical_011,6,0.3579621501651853,1.0,0.3579621501651853
photoshop,consistent_technical,photoshop_consistent_technical_012,1,-2.9855494492950765,1.0,-2.9855494492950765
photoshop,consistent_technical,photoshop_consistent_technical_012,2,-0.3150719838785856,1.0,-0.3150719838785856
photoshop,consistent_technical,photoshop_consistent_technical_012,3,0.16678839761767894,1.0,0.16678839761767894
photoshop,consistent_technical,photoshop_consistent_technical_012,4,1.3519895112169844,1.0,1.3519895112169844
photoshop,consistent_technical,photoshop_consistent_technical_012,5,-0.5549329296026588,1.0,-0.5549329296026588
photoshop,consistent_technical,photoshop_consistent_technical_012,6,0.27976681771997747,1.0,0.27976681771997747
photoshop,consistent_technical,photoshop_consistent_technical_013,1,0.06033376996601181,1.0,0.06033376996601181
photoshop,consistent_technical,photoshop_consistent_technical_013,2,-0.09211007585760056,1.0,-0.09211007585760056
photoshop,consistent_technical,photoshop_consistent_technical_013,3,0.049573577781833134,1.0,0.049573577781833134
photoshop,consistent_technical,photoshop_consistent_technical_013,4,-1.6306307103736115,1.0,-1.6306307103736115
photoshop,consistent_technical,photoshop_consistent_technical_013,5,1.012368756237592,1.0,1.012368756237592
photoshop,consistent_technical,photoshop_consistent_technical_013,6,0.21435923487133346,1.0,0.21435923487133346
photoshop,consistent_technical,photoshop_consistent_technical_014,1,1.0145033128934684,1.0,1.0145033128934684
photoshop,consistent_technical,photoshop_consistent_technical_014,2,0.20508882248861093,1.0,0.20508882248861093
photoshop,consistent_technical,photoshop_consistent_technical_014,3,0.22920842224484828,1.0,0.22920842224484828
photoshop,consistent_technical,photoshop_consistent_technical_014,4,-0.7825827915869454,1.0,-0.7825827915869454
photoshop,consistent_technical,photoshop_consistent_technical_014,5,0.0,1.0,0.0
photoshop,consistent_technical,photoshop_consistent_technical_014,6,0.19011842368025533,1.0,0.19011842368025533
photoshop,consistent_technical,photoshop_consistent_technical_015,1,0.16557102471976792,1.0,0.16557102471976792
photoshop,consistent_technical,photoshop_consistent_technical_015,2,-0.0696803654731255,1.0,-0.0696803654731255
photoshop,consistent_technical,photoshop_consistent_technical_015,3,0.18452956292040268,1.0,0.18452956292040268
photoshop,consistent_technical,photoshop_consistent_technical_015,4,-2.697393488727275,1.0,-2.697393488727275
photoshop,consistent_technical,photoshop_consistent_technical_015,5,0.19655747898016018,1.0,0.19655747898016018
photoshop,consistent_technical,photoshop_consistent_technical_015,6,0.5349560067143472,1.0,0.5349560067143472
photoshop,consistent_technical,photoshop_consistent_technical_016,1,-0.012890901475661742,1.0,-0.012890901475661742
photoshop,consistent_technical,photoshop_consistent_technical_016,2,-0.009337399965870352,1.0,-0.009337399965870352
photoshop,consistent_technical,photoshop_consistent_technical_016,3,-0.4711534815881242,1.0,-0.4711534815881242
photoshop,consistent_technical,photoshop_consistent_technical_016,4,-0.8691687211074367,1.0,-0.8691687211074367
photoshop,consistent_technical,photoshop_consistent_technical_016,5,0.8691687211074367,1.0,0.8691687211074367
photoshop,consistent_technical,photoshop_consistent_technical_016,6,0.6867354830333601,1.0,0.6867354830333601
photoshop,consistent_technical,photoshop_consistent_technical_017,1,-3.2500955828991325,1.0,-3.2500955828991325
photoshop,consistent_technical,photoshop_consistent_technical_017,2,0.44144650923405804,1.0,0.44144650923405804
photoshop,consistent_technical,photoshop_consistent_technical_017,3,-0.8204982328786588,1.0,-0.8204982328786588
photoshop,consistent_technical,photoshop_consistent_technical_017,4,-0.3565480813707642,1.0,-0.3565480813707642
photoshop,consistent_technical,photoshop_consistent_technical_017,5,0.9578664373545032,1.0,0.9578664373545032
photoshop,consistent_technical,photoshop_consistent_technical_017,6,-0.8534960672154701,1.0,-0.8534960672154701
photoshop,consistent_technical,photoshop_consistent_technical_018,1,-0.6252123015805813,1.0,-0.6252123015805813
photoshop,consistent_technical,photoshop_consistent_technical_018,2,1.2264829461487108,1.0,1.2264829461487108
photoshop,consistent_technical,photoshop_consistent_technical_018,3,-0.00291628295571833,1.0,-0.00291628295571833
photoshop,consistent_technical,photoshop_consistent_technical_018,4,2.838550238765262,1.0,2.838550238765262
photoshop,consistent_technical,photoshop_consistent_technical_018,5,0.0,1.0,0.0
photoshop,consistent_technical,photoshop_consistent_technical_018,6,0.029663453449277455,1.0,0.029663453449277455
photoshop,consistent_technical,photoshop_consistent_technical_019,1,-1.4463185207019018,1.0,-1.4463185207019018
photoshop,consistent_technical,photoshop_consistent_technical_019,2,0.41092171818236345,1.0,0.41092171818236345
photoshop,consistent_technical,photoshop_consistent_technical_019,3,-0.06463354604802296,1.0,-0.06463354604802296
photoshop,consistent_technical,photoshop_consistent_technical_019,4,0.2656762084017692,1.0,0.2656762084017692
photoshop,consistent_technical,photoshop_consistent_technical_019,5,-0.7269198591544193,1.0,-0.7269198591544193
photoshop,consistent_technical,photoshop_consistent_technical_019,6,0.25894759363803166,1.0,0.25894759363803166
photoshop,consistent_technical,photoshop_consistent_technical_020,1,-1.0125945741185676,1.0,-1.0125945741185676
photoshop,consistent_technical,photoshop_consistent_technical_020,2,0.2355672428660407,1.0,0.2355672428660407
photoshop,consistent_technical,photoshop_consistent_technical_020,3,0.16912550742655075,1.0,0.16912550742655075
photoshop,consistent_technical,photoshop_consistent_technical_020,4,-1.944465286209919,1.0,-1.944465286209919
photoshop,consistent_technical,photoshop_consistent_technical_020,5,1.5877545131369004,1.0,1.5877545131369004
photoshop,consistent_technical,photoshop_consistent_technical_020,6,0.45623686383602413,1.0,0.45623686383602413
photoshop,consistent_technical,photoshop_consistent_technical_021,1,0.020899387913051903,1.0,0.020899387913051903
photoshop,consistent_technical,photoshop_consistent_technical_021,2,0.1125152505681637,1.0,0.1125152505681637
photoshop,consistent_technical,photoshop_consistent_technical_021,3,0.0,1.0,0.0
photoshop,consistent_technical,photoshop_consistent_technical_021,4,0.3916592214025436,1.0,0.3916592214025436
photoshop,consistent_technical,photoshop_consistent_technical_021,5,-0.3916592214025436,1.0,-0.3916592214025436
photoshop,consistent_technical,photoshop_consistent_technical_021,6,0.7845947931122121,1.0,0.7845947931122121
photoshop,consistent_technical,photoshop_consistent_technical_022,1,-0.8430659126375604,1.0,-0.8430659126375604
photoshop,consistent_technical,photoshop_consistent_technical_022,2,0.1911063471593284,1.0,0.1911063471593284
photoshop,consistent_technical,photoshop_consistent_technical_022,3,0.348802792747926,1.0,0.348802792747926
photoshop,consistent_technical,photoshop_consistent_technical_022,4,0.1367216756005183,1.0,0.1367216756005183
photoshop,consistent_technical,photoshop_consistent_technical_022,5,0.0,1.0,0.0
photoshop,consistent_technical,photoshop_consistent_technical_022,6,-0.4750421276827854,1.0,-0.4750421276827854
photoshop,consistent_technical,photoshop_consistent_technical_023,1,0.8414381812420312,1.0,0.8414381812420312
photoshop,consistent_technical,photoshop_consistent_technical_023,2,-0.2656279769532195,1.0,-0.2656279769532195
photoshop,consistent_technical,photoshop_consistent_technical_023,3,0.18790800627548743,1.0,0.18790800627548743
photoshop,consistent_technical,photoshop_consistent_technical_023,4,-0.498101096215427,1.0,-0.498101096215427
photoshop,consistent_technical,photoshop_consistent_technical_023,5,-0.00237891917571742,1.0,-0.00237891917571742
photoshop,consistent_technical,photoshop_consistent_technical_023,6,0.3220719848098872,1.0,0.3220719848098872
photoshop,consistent_technical,photoshop_consistent_technical_024,1,0.07093113570847787,1.0,0.07093113570847787
photoshop,consistent_technical,photoshop_consistent_technical_024,2,-0.5165743738912594,1.0,-0.5165743738912594
photoshop,consistent_technical,photoshop_consistent_technical_024,3,2.168946063429523,1.0,2.168946063429523
photoshop,consistent_technical,photoshop_consistent_technical_024,4,-0.853157334644743,1.0,-0.853157334644743
photoshop,consistent_technical,photoshop_consistent_technical_024,5,0.4750926672767428,1.0,0.4750926672767428
photoshop,consistent_technical,photoshop_consistent_technical_024,6,0.2275344869473881,1.0,0.2275344869473881
photoshop,consistent_technical,photoshop_consistent_technical_025,1,-1.3021359229143212,1.0,-1.3021359229143212
photoshop,consistent_technical,photoshop_consistent_technical_025,2,-0.028105046357212338,1.0,-0.028105046357212338
photoshop,consistent_technical,photoshop_consistent_technical_025,3,0.17775970410082076,1.0,0.17775970410082076
photoshop,consistent_technical,photoshop_consistent_technical_025,4,-0.9370607456434479,1.0,-0.9370607456434479
photoshop,consistent_technical,photoshop_consistent_technical_025,5,-0.32892872309622123,1.0,-0.32892872309622123
photoshop,consistent_technical,photoshop_consistent_technical_025,6,0.829868346646063,1.0,0.829868346646063
photoshop,consistent_technical,photoshop_consistent_technical_026,1,1.5461712223823771,1.0,1.5461712223823771
photoshop,consistent_technical,photoshop_consistent_technical_026,2,-0.25183766271288155,1.0,-0.25183766271288155
photoshop,consistent_technical,photoshop_consistent_technical_026,3,-0.006523012333752742,1.0,-0.006523012333752742
photoshop,consistent_technical,photoshop_consistent_technical_026,4,-0.8575056821129154,1.0,-0.8575056821129154
photoshop,consistent_technical,photoshop_consistent_technical_026,5,-0.0028988918152899057,1.0,-0.0028988918152899057
photoshop,consistent_technical,photoshop_consistent_technical_026,6,-0.622131393478525,1.0,-0.622131393478525
photoshop,consistent_technical,photoshop_consistent_technical_027,1,2.5263677488370444,1.0,2.5263677488370444
photoshop,consistent_technical,photoshop_consistent_technical_027,2,-0.7198326761757365,1.0,-0.7198326761757365
photoshop,consistent_technical,photoshop_consistent_technical_027,3,0.34452254154123674,1.0,0.34452254154123674
photoshop,consistent_technical,photoshop_consistent_technical_027,4,-0.1739227701680428,1.0,-0.1739227701680428
photoshop,consistent_technical,photoshop_consistent_technical_027,5,-0.17390340834987628,1.0,-0.17390340834987628
photoshop,consistent_technical,photoshop_consistent_technical_027,6,0.17390340834987628,1.0,0.17390340834987628
photoshop,consistent_technical,photoshop_consistent_technical_028,1,0.8011812360597168,1.0,0.8011812360597168
photoshop,consistent_technical,photoshop_consistent_technical_028,2,-0.03667562562665605,1.0,-0.03667562562665605
photoshop,consistent_technical,photoshop_consistent_technical_028,3,-0.2388490572122015,1.0,-0.2388490572122015
photoshop,consistent_technical,photoshop_consistent_technical_028,4,1.4363421701133234,1.0,1.4363421701133234
photoshop,consistent_technical,photoshop_consistent_technical_028,5,0.0,1.0,0.0
photoshop,consistent_technical,photoshop_consistent_technical_028,6,0.8968798783773946,1.0,0.8968798783773946
photoshop,consistent_technical,photoshop_consistent_technical_029,1,-0.5643850429953412,1.0,-0.5643850429953412
photoshop,consistent_technical,photoshop_consistent_technical_029,2,0.031893026929889406,1.0,0.031893026929889406
photoshop,consistent_technical,photoshop_consistent_technical_029,3,-0.014831935782166128,1.0,-0.014831935782166128
photoshop,consistent_technical,photoshop_consistent_technical_029,4,-0.05285256403208821,1.0,-0.05285256403208821
photoshop,consistent_technical,photoshop_consistent_technical_029,5,-0.4488211556700468,1.0,-0.4488211556700468
photoshop,consistent_technical,photoshop_consistent_technical_029,6,0.9510311930631102,1.0,0.9510311930631102
photoshop,consistent_technical,photoshop_consistent_technical_030,1,-0.9921640008955657,1.0,-0.9921640008955657
photoshop,consistent_technical,photoshop_consistent_technical_030,2,-0.4930483398850093,1.0,-0.4930483398850093
photoshop,consistent_technical,photoshop_consistent_technical_030,3,0.20689758784715906,1.0,0.20689758784715906
photoshop,consistent_technical,photoshop_consistent_technical_030,4,-0.20689758784715906,1.0,-0.20689758784715906
photoshop,consistent_technical,photoshop_consistent_technical_030,5,0.12592986401826312,1.0,0.12592986401826312
photoshop,consistent_technical,photoshop_consistent_technical_030,6,0.11768306520691407,1.0,0.11768306520691407
photoshop,consistent_technical,photoshop_consistent_technical_031,1,-1.4905698875629554,1.0,-1.4905698875629554
photoshop,consistent_technical,photoshop_consistent_technical_031,2,-2.2962804238893337,1.0,-2.2962804238893337
photoshop,consistent_technical,photoshop_consistent_technical_031,3,0.17720318689008352,1.0,0.17720318689008352
photoshop,consistent_technical,photoshop_consistent_technical_031,4,-0.2557763206041971,1.0,-0.2557763206041971
photoshop,consistent_technical,photoshop_consistent_technical_031,5,-0.0034436835338712557,1.0,-0.0034436835338712557
photoshop,consistent_technical,photoshop_consistent_technical_031,6,0.5234672524116315,1.0,0.5234672524116315
photoshop,consistent_technical,photoshop_consistent_technical_032,1,-1.8278200302664096,1.0,-1.8278200302664096
photoshop,consistent_technical,photoshop_consistent_technical_032,2,0.1922789625492951,1.0,0.1922789625492951
photoshop,consistent_technical,photoshop_consistent_technical_032,3,0.17542990798239821,1.0,0.17542990798239821
photoshop,consistent_technical,photoshop_consistent_technical_032,4,0.7093221499356128,1.0,0.7093221499356128
photoshop,consistent_technical,photoshop_consistent_technical_032,5,-0.0036273807142896963,1.0,-0.0036273807142896963
photoshop,consistent_technical,photoshop_consistent_technical_032,6,0.9753757629629782,1.0,0.9753757629629782
photoshop,consistent_technical,photoshop_consistent_technical_033,1,0.6042641477683626,1.0,0.6042641477683626
photoshop,consistent_technical,photoshop_consistent_technical_033,2,1.002880421396005,1.0,1.002880421396005
photoshop,consistent_technical,photoshop_consistent_technical_033,3,0.4452247578943611,1.0,0.4452247578943611
photoshop,consistent_technical,photoshop_consistent_technical_033,4,-0.8029820923844997,1.0,-0.8029820923844997
photoshop,consistent_technical,photoshop_consistent_technical_033,5,-0.9201206155165105,1.0,-0.9201206155165105
photoshop,consistent_technical,photoshop_consistent_technical_033,6,-0.0029249023949229347,1.0,-0.0029249023949229347
photoshop,consistent_technical,photoshop_consistent_technical_034,1,0.7091328546429536,1.0,0.7091328546429536
photoshop,consistent_technical,photoshop_consistent_technical_034,2,-0.002437284477416979,1.0,-0.002437284477416979
photoshop,consistent_technical,photoshop_consistent_technical_034,3,0.16975560306373882,1.0,0.16975560306373882
photoshop,consistent_technical,photoshop_consistent_technical_034,4,0.9054252695382727,1.0,0.9054252695382727
photoshop,consistent_technical,photoshop_consistent_technical_034,5,0.10359921269909567,1.0,0.10359921269909567
photoshop,consistent_technical,photoshop_consistent_technical_034,6,0.0,1.0,0.0
photoshop,consistent_technical,photoshop_consistent_technical_035,1,-1.3664921426171968,1.0,-1.3664921426171968
photoshop,consistent_technical,photoshop_consistent_technical_035,2,-0.5756631106007435,1.0,-0.5756631106007435
photoshop,consistent_technical,photoshop_consistent_technical_035,3,-0.8738770153243411,1.0,-0.8738770153243411
photoshop,consistent_technical,photoshop_consistent_technical_035,4,0.1902977034683475,1.0,0.1902977034683475
photoshop,consistent_technical,photoshop_consistent_technical_035,5,-0.28820203817888523,1.0,-0.28820203817888523
photoshop,consistent_technical,photoshop_consistent_technical_035,6,0.31146787640152174,1.0,0.31146787640152174
photoshop,consistent_technical,photoshop_consistent_technical_036,1,2.1023778975523904,1.0,2.1023778975523904
photoshop,consistent_technical,photoshop_consistent_technical_036,2,1.120775280934959,1.0,1.120775280934959
photoshop,consistent_technical,photoshop_consistent_technical_036,3,0.19825462476129374,1.0,0.19825462476129374
photoshop,consistent_technical,photoshop_consistent_technical_036,4,-1.7493433022179259,1.0,-1.7493433022179259
photoshop,consistent_technical,photoshop_consistent_technical_036,5,1.551845381269831,1.0,1.551845381269831
photoshop,consistent_technical,photoshop_consistent_technical_036,6,0.3944844456815906,1.0,0.3944844456815906
photoshop,consistent_technical,photoshop_consistent_technical_037,1,0.9171428038199544,1.0,0.9171428038199544
photoshop,consistent_technical,photoshop_consistent_technical_037,2,-0.018002759005733227,1.0,-0.018002759005733227
photoshop,consistent_technical,photoshop_consistent_technical_037,3,0.3375981966334427,1.0,0.3375981966334427
photoshop,consistent_technical,photoshop_consistent_technical_037,4,-0.14026087808289978,1.0,-0.14026087808289978
photoshop,consistent_technical,photoshop_consistent_technical_037,5,-0.36334488502562756,1.0,-0.36334488502562756
photoshop,consistent_technical,photoshop_consistent_technical_037,6,0.042559345196445886,1.0,0.042559345196445886
photoshop,consistent_technical,photoshop_consistent_technical_038,1,1.207807262242328,1.0,1.207807262242328
photoshop,consistent_technical,photoshop_consistent_technical_038,2,-0.4102967178028376,1.0,-0.4102967178028376
photoshop,consistent_technical,photoshop_consistent_technical_038,3,0.16818867064629606,1.0,0.16818867064629606
photoshop,consistent_technical,photoshop_consistent_technical_038,4,-0.17088268768070414,1.0,-0.17088268768070414
photoshop,consistent_technical,photoshop_consistent_technical_038,5,-0.00269014353759367,1.0,-0.00269014353759367
photoshop,consistent_technical,photoshop_consistent_technical_038,6,0.20034028275482996,1.0,0.20034028275482996
photoshop,consistent_technical,photoshop_consistent_technical_039,1,0.7666985964463655,1.0,0.7666985964463655
photoshop,consistent_technical,photoshop_consistent_technical_039,2,0.21882945310294377,1.0,0.21882945310294377
photoshop,consistent_technical,photoshop_consistent_technical_039,3,0.19585259208391337,1.0,0.19585259208391337
photoshop,consistent_technical,photoshop_consistent_technical_039,4,-0.17484607906458782,1.0,-0.17484607906458782
photoshop,consistent_technical,photoshop_consistent_technical_039,5,-0.0023949637321960537,1.0,-0.0023949637321960537
photoshop,consistent_technical,photoshop_consistent_technical_039,6,0.31998604801742125,1.0,0.31998604801742125
photoshop,oscillatory,photoshop_oscillatory_000,1,-5.484618812031288,-1.0,5.484618812031288
photoshop,oscillatory,photoshop_oscillatory_000,2,2.6701102106208796,1.0,2.6701102106208796
photoshop,oscillatory,photoshop_oscillatory_000,3,-2.159025096114956,-1.0,2.159025096114956
photoshop,oscillatory,photoshop_oscillatory_000,4,4.038219682117871,1.0,4.038219682117871
photoshop,oscillatory,photoshop_oscillatory_000,5,-4.660566391748656,-1.0,4.660566391748656
photoshop,oscillatory,photoshop_oscillatory_000,6,4.798181323131786,1.0,4.798181323131786
photoshop,oscillatory,photoshop_oscillatory_001,1,0.3424775894868753,-1.0,-0.3424775894868753
photoshop,oscillatory,photoshop_oscillatory_001,2,0.21186274887510492,1.0,0.21186274887510492
photoshop,oscillatory,photoshop_oscillatory_001,3,-0.18592215717311833,-1.0,0.18592215717311833
photoshop,oscillatory,photoshop_oscillatory_001,4,0.8215280962100646,1.0,0.8215280962100646
photoshop,oscillatory,photoshop_oscillatory_001,5,-0.37732319252509083,-1.0,0.37732319252509083
photoshop,oscillatory,photoshop_oscillatory_001,6,0.22348958318255874,1.0,0.22348958318255874
photoshop,oscillatory,photoshop_oscillatory_002,1,-3.592782647026879,-1.0,3.592782647026879
photoshop,oscillatory,photoshop_oscillatory_002,2,-0.3393066184700225,1.0,-0.3393066184700225
photoshop,oscillatory,photoshop_oscillatory_002,3,1.9087842289119155,-1.0,-1.9087842289119155
photoshop,oscillatory,photoshop_oscillatory_002,4,0.586567644690577,1.0,0.586567644690577
photoshop,oscillatory,photoshop_oscillatory_002,5,-0.586567644690577,-1.0,0.586567644690577
photoshop,oscillatory,photoshop_oscillatory_002,6,-0.23019151130749416,1.0,-0.23019151130749416
photoshop,oscillatory,photoshop_oscillatory_003,1,-4.936266836113985,-1.0,4.936266836113985
photoshop,oscillatory,photoshop_oscillatory_003,2,4.4822638164788176,1.0,4.4822638164788176
photoshop,oscillatory,photoshop_oscillatory_003,3,0.12247572933964967,-1.0,-0.12247572933964967
photoshop,oscillatory,photoshop_oscillatory_003,4,-0.3593566173589209,1.0,-0.3593566173589209
photoshop,oscillatory,photoshop_oscillatory_003,5,-0.21394321550189854,-1.0,0.21394321550189854
photoshop,oscillatory,photoshop_oscillatory_003,6,0.4014601805313571,1.0,0.4014601805313571
photoshop,oscillatory,photoshop_oscillatory_004,1,-2.408447761741929,-1.0,2.408447761741929
photoshop,oscillatory,photoshop_oscillatory_004,2,0.41748371621919933,1.0,0.41748371621919933
photoshop,oscillatory,photoshop_oscillatory_004,3,0.4050771303964775,-1.0,-0.4050771303964775
photoshop,oscillatory,photoshop_oscillatory_004,4,-0.7931044011574516,1.0,-0.7931044011574516
photoshop,oscillatory,photoshop_oscillatory_004,5,1.0527446122593145,-1.0,-1.0527446122593145
photoshop,oscillatory,photoshop_oscillatory_004,6,-0.5247376231885021,1.0,-0.5247376231885021
photoshop,oscillatory,photoshop_oscillatory_005,1,-2.042687512661717,-1.0,2.042687512661717
photoshop,oscillatory,photoshop_oscillatory_005,2,-0.6015880023850148,1.0,-0.6015880023850148
photoshop,oscillatory,photoshop_oscillatory_005,3,-0.30099361757868404,-1.0,0.30099361757868404
photoshop,oscillatory,photoshop_oscillatory_005,4,1.3243916572118202,1.0,1.3243916572118202
photoshop,oscillatory,photoshop_oscillatory_005,5,-1.2675252740774643,-1.0,1.2675252740774643
photoshop,oscillatory,photoshop_oscillatory_005,6,1.1132480047542264,1.0,1.1132480047542264
photoshop,oscillatory,photoshop_oscillatory_006,1,-0.8903937830344636,-1.0,0.8903937830344636
